Date	Close
03-Jan-2017 16:00:00	2257.83007800000
04-Jan-2017 16:00:00	2270.75000000000
05-Jan-2017 16:00:00	2269
06-Jan-2017 16:00:00	2276.97998000000
09-Jan-2017 16:00:00	2268.89990200000
10-Jan-2017 16:00:00	2268.89990200000
11-Jan-2017 16:00:00	2275.32006800000
12-Jan-2017 16:00:00	2270.43994100000
13-Jan-2017 16:00:00	2274.63989300000
17-Jan-2017 16:00:00	2267.88989300000
18-Jan-2017 16:00:00	2271.88989300000
19-Jan-2017 16:00:00	2263.68994100000
20-Jan-2017 16:00:00	2271.31005900000
23-Jan-2017 16:00:00	2265.19995100000
24-Jan-2017 16:00:00	2280.07006800000
25-Jan-2017 16:00:00	2298.37011700000
26-Jan-2017 16:00:00	2296.67993200000
27-Jan-2017 16:00:00	2294.68994100000
30-Jan-2017 16:00:00	2280.89990200000
31-Jan-2017 16:00:00	2278.87011700000
01-Feb-2017 16:00:00	2279.55004900000
02-Feb-2017 16:00:00	2280.85009800000
03-Feb-2017 16:00:00	2297.41992200000
06-Feb-2017 16:00:00	2292.56005900000
07-Feb-2017 16:00:00	2293.08007800000
08-Feb-2017 16:00:00	2294.66992200000
09-Feb-2017 16:00:00	2307.87011700000
10-Feb-2017 16:00:00	2316.10009800000
13-Feb-2017 16:00:00	2328.25000000000
14-Feb-2017 16:00:00	2337.58007800000
15-Feb-2017 16:00:00	2349.25000000000
16-Feb-2017 16:00:00	2347.21997100000
17-Feb-2017 16:00:00	2351.15991200000
21-Feb-2017 16:00:00	2365.37988300000
22-Feb-2017 16:00:00	2362.82006800000
23-Feb-2017 16:00:00	2363.81005900000
24-Feb-2017 16:00:00	2367.34008800000
27-Feb-2017 16:00:00	2369.75000000000
28-Feb-2017 16:00:00	2363.63989300000
01-Mar-2017 16:00:00	2395.95996100000
02-Mar-2017 16:00:00	2381.91992200000
03-Mar-2017 16:00:00	2383.12011700000
06-Mar-2017 16:00:00	2375.31005900000
07-Mar-2017 16:00:00	2368.38989300000
08-Mar-2017 16:00:00	2362.97998000000
09-Mar-2017 16:00:00	2364.87011700000
10-Mar-2017 16:00:00	2372.60009800000
13-Mar-2017 16:00:00	2373.46997100000
14-Mar-2017 16:00:00	2365.44995100000
15-Mar-2017 16:00:00	2385.26001000000
16-Mar-2017 16:00:00	2381.37988300000
17-Mar-2017 16:00:00	2378.25000000000
20-Mar-2017 16:00:00	2373.46997100000
21-Mar-2017 16:00:00	2344.02002000000
22-Mar-2017 16:00:00	2348.44995100000
23-Mar-2017 16:00:00	2345.95996100000
24-Mar-2017 16:00:00	2343.97998000000
27-Mar-2017 16:00:00	2341.59008800000
28-Mar-2017 16:00:00	2358.57006800000
29-Mar-2017 16:00:00	2361.12988300000
30-Mar-2017 16:00:00	2368.06005900000
31-Mar-2017 16:00:00	2362.71997100000
03-Apr-2017 16:00:00	2358.84008800000
04-Apr-2017 16:00:00	2360.15991200000
05-Apr-2017 16:00:00	2352.94995100000
06-Apr-2017 16:00:00	2357.48999000000
07-Apr-2017 16:00:00	2355.54003900000
10-Apr-2017 16:00:00	2357.15991200000
11-Apr-2017 16:00:00	2353.78002900000
12-Apr-2017 16:00:00	2344.92993200000
13-Apr-2017 16:00:00	2328.94995100000
17-Apr-2017 16:00:00	2349.01001000000
18-Apr-2017 16:00:00	2342.18994100000
19-Apr-2017 16:00:00	2338.16992200000
20-Apr-2017 16:00:00	2355.84008800000
21-Apr-2017 16:00:00	2348.68994100000
24-Apr-2017 16:00:00	2374.14990200000
25-Apr-2017 16:00:00	2388.61010700000
26-Apr-2017 16:00:00	2387.44995100000
27-Apr-2017 16:00:00	2388.77002000000
28-Apr-2017 16:00:00	2384.19995100000
01-May-2017 16:00:00	2388.33007800000
02-May-2017 16:00:00	2391.16992200000
03-May-2017 16:00:00	2388.12988300000
04-May-2017 16:00:00	2389.52002000000
05-May-2017 16:00:00	2399.29003900000
08-May-2017 16:00:00	2399.37988300000
09-May-2017 16:00:00	2396.91992200000
10-May-2017 16:00:00	2399.62988300000
11-May-2017 16:00:00	2394.43994100000
12-May-2017 16:00:00	2390.89990200000
15-May-2017 16:00:00	2402.32006800000
16-May-2017 16:00:00	2400.66992200000
17-May-2017 16:00:00	2357.03002900000
18-May-2017 16:00:00	2365.71997100000
19-May-2017 16:00:00	2381.72998000000
22-May-2017 16:00:00	2394.02002000000
23-May-2017 16:00:00	2398.41992200000
24-May-2017 16:00:00	2404.38989300000
25-May-2017 16:00:00	2415.07006800000
26-May-2017 16:00:00	2415.82006800000
30-May-2017 16:00:00	2412.90991200000
31-May-2017 16:00:00	2411.80004900000
01-Jun-2017 16:00:00	2430.06005900000
02-Jun-2017 16:00:00	2439.07006800000
05-Jun-2017 16:00:00	2436.10009800000
06-Jun-2017 16:00:00	2429.33007800000
07-Jun-2017 16:00:00	2433.13989300000
08-Jun-2017 16:00:00	2433.79003900000
09-Jun-2017 16:00:00	2431.77002000000
12-Jun-2017 16:00:00	2429.38989300000
13-Jun-2017 16:00:00	2440.35009800000
14-Jun-2017 16:00:00	2437.91992200000
15-Jun-2017 16:00:00	2432.45996100000
16-Jun-2017 16:00:00	2433.14990200000
19-Jun-2017 16:00:00	2453.45996100000
20-Jun-2017 16:00:00	2437.03002900000
21-Jun-2017 16:00:00	2435.61010700000
22-Jun-2017 16:00:00	2434.50000000000
23-Jun-2017 16:00:00	2438.30004900000
26-Jun-2017 16:00:00	2439.07006800000
27-Jun-2017 16:00:00	2419.37988300000
28-Jun-2017 16:00:00	2440.68994100000
29-Jun-2017 16:00:00	2419.69995100000
30-Jun-2017 16:00:00	2423.40991200000
03-Jul-2017 16:00:00	2429.01001000000
05-Jul-2017 16:00:00	2432.54003900000
06-Jul-2017 16:00:00	2409.75000000000
07-Jul-2017 16:00:00	2425.17993200000
10-Jul-2017 16:00:00	2427.42993200000
11-Jul-2017 16:00:00	2425.53002900000
12-Jul-2017 16:00:00	2443.25000000000
13-Jul-2017 16:00:00	2447.83007800000
14-Jul-2017 16:00:00	2459.27002000000
17-Jul-2017 16:00:00	2459.13989300000
18-Jul-2017 16:00:00	2460.61010700000
19-Jul-2017 16:00:00	2473.83007800000
20-Jul-2017 16:00:00	2473.44995100000
21-Jul-2017 16:00:00	2472.54003900000
24-Jul-2017 16:00:00	2469.90991200000
25-Jul-2017 16:00:00	2477.12988300000
26-Jul-2017 16:00:00	2477.83007800000
27-Jul-2017 16:00:00	2475.41992200000
28-Jul-2017 16:00:00	2472.10009800000
31-Jul-2017 16:00:00	2470.30004900000
01-Aug-2017 16:00:00	2476.35009800000
02-Aug-2017 16:00:00	2477.57006800000
03-Aug-2017 16:00:00	2472.15991200000
04-Aug-2017 16:00:00	2476.83007800000
07-Aug-2017 16:00:00	2480.90991200000
08-Aug-2017 16:00:00	2474.91992200000
